Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
41,2,1,1,1,42162.0,145,4203,31,46,7,59,2,4,27,3,1,3,2,1,6,0
66,2,1,1,2,54450.0,684,4634,0,454,0,171,8,19,32,9,2,8,12,0,8,1
68,4,1,1,1,57744.0,411,4210,91,350,3,39,0,0,19,9,1,4,2,0,8,1
36,2,0,1,1,26576.0,27,4605,40,10,0,8,0,0,9,1,0,2,1,1,9,0
79,4,0,0,0,57513.0,1060,4339,59,735,40,183,52,20,30,9,3,13,2,0,6,2
58,2,1,1,1,68142.0,1459,4650,96,897,126,196,91,112,37,10,4,7,3,0,6,1
43,2,1,1,1,7500.0,18,4650,61,5,2,3,3,0,5,1,0,2,1,0,8,0
48,2,1,0,0,83145.0,1833,4626,14,777,35,731,39,137,114,5,9,11,1,1,2,2
62,3,1,1,1,54197.0,237,4068,16,162,6,37,6,13,13,1,3,6,2,0,1,0
59,4,0,1,2,23091.0,48,4013,98,35,0,11,0,0,2,2,1,3,4,0,7,0
46,2,1,1,2,46049.0,515,4324,11,342,9,112,19,14,19,5,2,9,10,0,7,1
48,2,1,0,0,56715.0,1020,4552,52,258,105,239,237,172,9,7,3,4,1,0,4,2
61,2,1,0,0,79410.0,1370,4012,19,658,80,483,123,13,13,3,2,5,1,0,1,2
71,2,1,1,1,57304.0,1026,4456,61,356,80,329,138,17,106,7,6,10,2,0,5,1
57,2,1,1,1,44375.0,301,4079,73,213,5,28,7,7,41,4,1,6,1,0,5,0
66,2,1,1,2,54450.0,684,4634,0,454,0,171,8,19,32,9,2,8,12,0,8,1
57,2,1,1,1,59594.0,499,4598,74,457,4,29,0,0,9,8,1,7,1,1,7,1
28,2,1,0,0,80685.0,1004,4657,55,241,45,604,34,26,54,6,4,10,1,0,2,2
48,4,1,1,1,40344.0,218,4240,48,210,0,6,0,0,2,4,1,5,2,0,7,0
50,2,1,1,1,62710.0,606,4383,53,441,35,83,7,29,11,4,2,12,4,0,4,1
54,1,1,1,1,48985.0,75,4340,13,19,13,18,10,7,8,1,1,3,1,0,3,0
54,2,1,1,3,35322.0,106,4657,34,28,9,37,12,7,13,2,0,4,3,0,8,0
74,2,1,0,0,77142.0,990,4377,54,476,75,162,29,151,97,4,4,8,1,0,2,2
53,2,0,0,0,81657.0,1097,4139,69,364,40,425,158,60,50,3,4,8,1,0,1,2
26,0,1,0,0,14421.0,16,4113,81,0,0,2,3,3,8,1,0,2,1,1,5,0
48,1,1,0,0,20130.0,34,4085,99,0,6,3,7,6,12,1,0,3,1,0,8,0
32,4,1,0,0,74214.0,1711,4653,3,863,83,547,86,99,33,8,2,5,1,0,5,2
65,3,1,1,2,66726.0,438,4149,61,349,7,35,0,0,47,8,2,4,3,1,7,1
43,0,1,1,1,23724.0,75,4518,65,5,23,15,0,18,14,2,0,3,2,0,8,0
62,3,1,1,1,47353.0,225,4209,93,184,2,19,8,8,4,2,2,6,3,0,5,0
70,3,1,1,2,33444.0,18,4584,24,8,0,8,0,0,2,1,0,2,1,0,8,0
41,2,1,1,1,54386.0,470,4389,8,277,21,64,62,21,25,3,2,10,2,0,3,1
41,2,0,1,2,28510.0,91,4423,72,44,5,19,0,4,19,2,0,4,3,0,5,0
31,3,0,0,0,90638.0,2525,4117,29,1156,120,915,94,144,96,3,4,10,1,1,1,2
72,2,1,1,1,48070.0,504,4513,33,373,14,83,6,9,19,8,2,6,3,0,7,1
65,2,1,1,1,43140.0,235,4521,68,134,8,76,6,0,11,4,1,5,1,0,6,0
61,4,0,1,1,54959.0,1232,4507,55,1148,0,60,0,0,24,9,5,4,3,1,7,1
64,0,0,1,2,15056.0,88,4403,76,6,12,3,21,6,40,2,2,3,5,0,5,0
51,2,0,1,1,26954.0,17,4033,17,4,1,11,0,0,1,1,0,2,1,0,7,0
37,2,0,1,1,22327.0,24,4312,94,5,4,8,2,0,5,1,0,3,1,0,5,0
57,2,1,1,2,44393.0,60,4292,86,24,2,20,2,2,10,1,0,4,2,0,4,0
70,4,0,1,1,62000.0,1020,4289,25,899,0,101,0,0,20,6,6,13,1,1,4,1
60,4,1,1,1,31497.0,155,4551,22,108,1,28,13,1,4,3,1,4,2,0,8,0
48,1,1,1,2,45894.0,51,4103,15,27,2,7,0,2,13,1,0,3,1,0,5,0
52,3,0,0,0,78579.0,1812,4535,35,816,66,549,216,66,99,5,6,4,1,0,3,2
53,3,0,1,1,67369.0,1461,4570,81,1298,0,70,37,14,42,7,4,10,4,2,4,1
62,2,0,1,1,58401.0,96,4051,55,10,0,11,17,29,29,1,2,2,1,0,4,0
70,2,0,1,1,62307.0,160,4113,94,87,13,34,10,6,10,4,0,4,1,0,5,0
53,3,1,1,2,43641.0,139,4414,50,57,2,51,4,2,23,2,1,4,3,0,6,0
54,3,0,1,1,63841.0,908,4415,64,635,15,100,20,7,131,9,3,9,1,0,6,1
57,1,1,1,1,46891.0,183,4282,91,43,12,23,29,15,61,2,1,4,1,0,4,0
53,3,1,1,1,70091.0,1161,4436,11,964,34,137,15,0,11,5,2,10,2,1,8,1
50,4,1,0,0,78075.0,988,4066,72,572,8,259,34,35,80,3,5,5,1,0,1,2
61,1,0,1,1,59184.0,1072,4639,6,341,142,113,259,151,66,6,6,12,3,0,5,2
45,2,1,1,2,54809.0,174,4272,0,63,6,57,13,13,22,2,1,5,4,0,4,0
63,2,1,1,1,58113.0,758,4501,66,221,104,169,102,78,84,9,2,8,3,0,7,1
64,3,1,1,1,51412.0,195,4161,42,140,3,29,4,5,14,3,2,4,2,0,4,0
43,2,0,1,1,15287.0,31,4608,60,1,2,8,4,3,13,1,1,2,2,1,7,0
65,3,1,0,0,66636.0,1084,4297,64,291,10,689,84,10,0,3,4,9,1,0,1,2
66,3,1,1,1,50965.0,685,4475,87,544,13,85,8,6,29,10,4,5,3,1,8,1
57,4,1,0,0,84618.0,1672,4200,96,684,100,801,21,66,0,6,9,10,1,1,2,2
32,2,1,0,0,18351.0,43,4224,1,1,12,9,0,14,7,2,0,3,1,0,7,0
65,4,1,1,2,40451.0,49,4114,54,35,0,4,0,0,10,1,1,2,1,1,5,0
57,2,1,1,1,36317.0,133,4384,53,87,3,25,3,2,13,3,0,4,2,0,7,0
65,2,1,1,1,42213.0,363,4241,96,309,3,24,4,3,20,5,1,7,2,1,7,1
67,2,1,1,1,65748.0,545,4421,58,172,73,93,95,78,34,2,4,10,2,0,1,2
50,2,1,1,1,77044.0,1065,4226,12,625,38,242,50,34,76,7,11,11,2,1,4,2
53,2,1,0,0,74918.0,2047,4455,78,972,59,913,25,19,59,5,9,6,1,1,3,2
50,2,1,1,2,56721.0,296,4587,64,157,6,39,6,13,75,4,1,5,5,0,6,1
47,2,0,1,2,42160.0,140,4347,26,48,9,45,3,15,20,2,1,4,4,0,6,0
57,2,0,1,1,61559.0,530,4328,8,279,83,88,32,14,34,4,2,10,1,0,3,1
59,4,1,1,2,33629.0,152,4671,49,132,0,16,0,0,4,3,1,4,5,0,9,0
31,4,1,0,0,68682.0,1598,4247,56,919,0,505,99,30,45,4,9,10,1,0,2,2
59,2,0,1,1,34377.0,114,4507,55,62,0,22,3,1,26,2,2,2,2,0,7,0
36,0,0,1,1,8940.0,101,4657,25,1,45,3,4,6,42,3,1,3,3,0,8,0
49,2,1,1,1,26228.0,25,4261,50,2,6,4,3,1,9,1,0,2,1,0,8,0
65,1,0,0,0,77297.0,789,4500,84,408,61,109,48,122,41,5,7,9,1,1,4,2
41,2,1,1,2,40211.0,87,4315,30,51,1,7,2,1,25,2,1,2,2,1,8,0
64,4,0,1,2,33438.0,90,4261,81,62,1,16,3,2,6,2,1,4,4,0,5,0
63,4,1,1,1,75032.0,1215,4408,74,952,12,180,47,12,12,5,4,9,2,0,3,1
67,4,0,0,0,61284.0,811,4241,76,618,15,106,20,7,45,11,2,8,1,1,6,2
36,2,1,1,1,22518.0,61,4596,36,11,7,12,2,2,27,2,1,2,2,1,5,0
47,3,1,1,1,54730.0,405,4299,64,318,3,17,4,7,56,4,1,8,5,0,4,1
67,3,1,1,2,38452.0,72,4072,62,56,0,14,0,0,2,3,0,3,3,0,7,0
51,2,0,1,2,44421.0,189,4480,53,110,5,59,7,1,7,5,0,4,5,0,8,0
36,4,1,1,1,38197.0,40,4346,86,23,0,11,2,1,3,1,0,3,1,0,5,0
44,2,0,1,1,41986.0,63,4121,15,27,5,8,8,3,12,3,0,4,3,0,4,0
39,2,1,1,1,28427.0,52,4446,67,18,3,19,3,3,6,2,0,3,2,0,8,0
46,4,1,1,1,37395.0,39,4039,47,18,0,9,0,1,11,1,0,3,1,0,6,0
51,2,1,1,1,64722.0,805,4015,47,303,0,280,60,147,15,8,2,11,4,0,6,1
66,3,1,1,1,55249.0,130,4054,81,97,1,19,2,0,11,2,1,4,1,0,3,0
50,2,1,0,0,84906.0,1631,4249,98,997,15,414,99,30,76,5,6,12,1,3,2,2
33,2,1,1,1,28691.0,34,4341,56,5,4,13,8,0,4,1,0,3,1,0,8,0
70,2,0,1,2,44213.0,152,4193,48,95,11,35,0,4,7,2,1,5,4,0,6,0
38,0,0,1,1,25707.0,21,4143,18,1,6,2,3,6,3,1,0,3,1,0,7,0
55,4,1,1,3,59062.0,71,4250,74,46,1,12,3,0,9,2,0,3,2,0,4,0
60,2,0,1,1,76624.0,899,4017,68,411,106,147,54,115,66,5,10,7,1,1,1,2
75,3,1,0,0,66000.0,711,4051,36,244,51,270,101,0,45,1,3,5,1,0,1,2
44,4,1,1,1,27683.0,351,4675,90,152,9,121,12,12,45,6,2,4,4,0,8,1
51,2,0,0,0,1730.0,8,4023,65,1,1,3,1,1,1,0,0,0,15,0,20,0
30,0,0,1,1,7500.0,119,4554,63,10,17,18,8,26,40,3,2,2,4,0,9,0
54,2,1,1,2,40521.0,21,4431,82,12,0,5,0,0,4,0,1,2,1,0,5,0
49,4,1,1,1,20427.0,10,4078,63,5,0,4,0,0,1,1,0,2,1,0,8,0
47,2,1,1,1,65106.0,973,4017,55,790,19,133,12,0,19,8,3,13,3,1,6,1
57,4,1,0,0,69969.0,1536,4287,64,882,29,514,38,29,44,4,2,6,1,2,3,2
70,2,1,1,2,67433.0,992,4329,51,615,28,259,12,48,30,6,5,13,4,1,4,1
55,4,1,1,1,77766.0,1529,4473,97,1004,59,265,115,59,27,11,10,11,2,1,6,2
50,2,1,1,1,74716.0,860,4271,92,133,27,421,13,195,71,7,3,5,2,0,4,1
59,2,0,1,1,68118.0,928,4235,51,595,23,123,10,23,154,8,9,4,2,0,6,1
52,4,1,1,2,55158.0,418,4680,72,293,0,87,4,11,23,7,2,5,4,0,7,1
67,1,1,1,1,62972.0,587,4676,39,313,15,47,20,0,192,7,4,3,2,0,6,1
47,2,1,1,1,74190.0,641,4029,49,151,81,86,168,91,64,4,2,11,2,0,2,2
46,2,1,1,2,39356.0,23,4083,21,15,0,2,0,0,6,1,0,2,1,1,6,0
53,2,1,0,0,76653.0,2279,4298,91,736,63,946,219,189,126,4,7,11,1,2,2,2
49,4,0,1,2,35860.0,49,4022,37,15,0,8,4,2,20,1,1,2,2,1,5,0
39,4,0,0,0,90687.0,1779,4384,98,982,17,672,23,34,51,6,2,8,1,1,2,2
40,3,1,0,0,73450.0,1804,4187,85,1142,51,415,90,69,37,7,8,11,1,2,3,2
62,2,1,1,2,31454.0,48,4339,40,28,0,11,0,0,9,2,0,3,3,0,8,0
70,2,0,1,2,47139.0,83,4096,2,46,0,12,0,2,23,2,1,2,2,0,7,0
47,2,0,0,0,83829.0,1862,4245,78,897,161,430,186,161,27,4,7,6,0,3,1,2
59,4,1,1,2,53378.0,793,4624,41,489,6,152,8,6,132,9,4,6,10,0,8,1
52,2,1,1,1,19656.0,84,4487,94,25,4,9,6,8,32,2,1,3,3,0,7,0
74,4,1,1,1,45579.0,183,4294,10,145,1,33,2,1,1,4,1,4,1,0,6,0
64,1,0,0,0,85485.0,1383,3989,73,630,26,611,44,18,54,6,6,6,1,0,2,2
78,2,1,0,0,55956.0,999,4064,22,760,38,104,50,9,38,7,3,4,2,1,4,2
59,3,0,1,1,64191.0,825,4504,30,420,15,186,151,38,15,5,3,13,3,0,3,1
50,2,0,1,1,38808.0,246,4653,21,125,17,52,3,19,30,5,1,4,4,1,8,1
56,3,1,1,2,57183.0,610,4448,51,464,5,64,7,0,70,9,1,7,8,0,8,1
54,3,0,1,1,23748.0,76,4566,97,6,6,29,12,15,8,2,1,3,3,0,8,0
51,2,1,1,1,66303.0,1286,4469,56,1090,12,96,16,12,60,3,4,11,4,1,8,1
47,3,1,1,1,37368.0,30,4176,4,3,2,11,2,2,10,1,0,2,1,1,6,0
58,2,1,1,3,40800.0,99,4525,77,24,0,27,8,30,10,3,0,3,2,0,7,0
44,2,0,0,0,71847.0,1192,4627,95,737,21,106,55,63,210,6,7,9,0,1,3,2
47,2,1,1,1,46149.0,362,4193,36,254,6,71,4,0,27,5,1,7,5,0,5,1
39,2,1,0,0,78687.0,2130,4670,13,817,185,687,145,55,241,4,6,8,1,1,2,2
51,1,0,0,0,49118.0,1229,4661,90,620,54,239,99,98,119,9,7,10,2,2,7,2
65,4,1,1,2,37633.0,38,4628,49,13,4,20,0,0,1,1,0,3,2,0,9,0
71,3,1,0,0,39767.0,485,4324,18,113,61,204,34,26,47,7,1,7,2,0,8,1
71,0,1,0,0,26997.0,434,4582,89,7,23,78,133,49,144,4,2,5,2,0,7,2
52,2,0,1,1,33986.0,44,4453,43,16,2,18,2,1,5,1,0,3,1,0,7,0
50,4,1,1,1,57091.0,496,4564,82,462,0,24,6,0,4,9,2,5,2,1,7,1
53,1,1,1,2,46831.0,78,4367,84,22,2,10,6,4,34,1,2,2,2,0,4,0
50,3,1,0,0,83151.0,2346,4485,80,968,147,842,137,42,210,5,7,10,1,3,2,2
51,2,1,0,0,52531.0,794,4527,68,283,112,151,51,72,125,7,2,10,2,0,6,2
66,2,1,0,0,15759.0,17,4278,12,1,2,5,6,0,3,1,0,2,1,0,7,0
51,2,0,1,1,22804.0,26,4314,75,14,1,7,2,1,1,2,0,2,1,0,9,0
49,1,1,1,1,43050.0,76,4084,10,30,5,24,6,3,8,2,0,4,2,0,5,0
45,4,0,1,2,42997.0,15,4185,91,4,0,5,0,1,5,1,0,2,1,0,7,0
59,4,0,1,2,48918.0,62,4059,21,52,0,9,0,0,1,1,0,4,2,0,4,0
68,3,1,1,1,60033.0,198,4073,28,62,1,57,19,11,48,2,1,5,2,0,2,0
44,4,1,1,1,34043.0,49,4228,97,20,2,14,3,0,10,2,0,2,1,0,9,0
56,2,1,1,1,57811.0,802,4351,49,545,7,114,37,21,78,7,2,11,5,1,5,1
76,2,1,0,0,78569.0,1736,4111,14,558,79,622,207,175,95,4,6,4,1,1,1,2
44,2,0,1,2,7500.0,57,4530,5,6,5,4,13,4,25,2,1,3,4,0,6,0
51,3,1,1,1,157733.0,59,4371,37,39,1,9,2,0,8,1,0,1,0,0,1,0
69,2,1,0,0,94384.0,2302,4463,62,1111,24,790,160,45,172,5,8,5,0,3,2,2
37,1,1,0,0,23148.0,37,4112,83,4,6,8,6,3,10,2,0,3,1,0,7,0
52,2,0,1,2,44267.0,310,4470,48,183,5,65,3,5,49,5,2,4,5,0,9,1
43,2,1,0,0,71626.0,1305,4586,94,546,72,376,94,145,72,5,5,8,1,1,3,2
56,2,1,1,1,60894.0,832,4347,61,606,7,155,10,0,54,10,3,8,5,0,7,1
46,2,1,1,2,50200.0,401,4433,70,266,6,51,8,6,64,7,1,5,6,0,8,1
57,4,1,0,0,81051.0,1501,4018,43,1142,29,249,38,29,14,5,5,12,1,2,2,2
40,2,1,0,0,65169.0,1189,4147,23,1074,0,69,0,0,46,10,4,13,1,4,6,2
50,2,1,1,1,59868.0,1194,4323,37,771,51,154,54,10,154,11,2,12,7,0,6,1
62,4,1,1,1,65695.0,656,4130,50,371,32,189,0,58,6,5,4,10,2,0,4,1
66,3,0,0,0,64857.0,1540,4564,78,556,14,717,210,0,43,7,5,10,1,0,4,2
57,3,1,1,1,45143.0,311,4288,74,202,5,74,11,5,14,6,1,5,3,0,7,1
67,1,1,1,1,74805.0,820,4216,14,209,162,209,41,162,37,4,7,10,5,0,2,2
33,1,1,1,1,59060.0,274,4150,77,35,40,111,36,40,12,3,1,7,3,0,4,1
60,4,0,1,2,27238.0,57,4416,39,37,0,17,0,0,3,3,0,3,3,0,9,0
57,2,1,1,1,47009.0,448,4252,89,171,45,73,59,10,90,3,2,8,4,0,4,1
49,1,1,1,2,46094.0,44,4000,62,12,2,20,3,2,5,1,0,3,1,0,7,0
50,2,1,1,2,40321.0,102,4316,59,44,4,21,6,0,27,3,0,3,2,0,7,0
38,2,1,1,1,37235.0,61,4129,68,20,2,9,4,6,20,1,1,2,1,0,4,0
62,3,1,0,0,81843.0,1643,4414,13,779,86,537,34,69,138,5,9,12,1,0,3,2
64,3,1,1,1,46692.0,397,4369,37,170,6,97,24,12,88,6,1,5,3,0,6,1
54,2,1,1,1,77382.0,1121,4154,36,491,48,231,112,105,134,5,7,12,2,1,1,2
45,2,0,1,2,37774.0,473,4645,28,173,8,107,7,2,176,7,2,3,4,1,9,1
48,0,1,1,1,18393.0,50,4073,2,7,10,13,16,0,4,3,0,3,2,0,8,0
60,3,1,1,1,72828.0,1678,4481,17,1205,0,235,19,14,205,6,3,13,6,0,7,1
40,2,1,0,0,24711.0,58,4053,86,10,7,25,6,3,7,3,0,3,1,0,7,0
47,4,1,1,1,45503.0,170,4258,54,97,4,44,6,1,18,3,1,4,1,0,5,0
40,3,0,0,0,6560.0,373,4180,2,67,11,26,4,3,262,1,0,1,0,0,17,0
77,4,1,0,0,71604.0,1196,4205,3,345,53,528,98,75,97,8,3,5,1,1,4,2
43,2,1,1,1,27244.0,101,4095,84,6,5,17,3,24,46,2,2,2,2,0,7,0
53,2,1,1,2,48752.0,316,4545,8,73,57,100,71,15,0,6,1,5,5,0,9,1
60,2,1,1,1,71434.0,1400,4265,4,711,36,217,172,96,168,7,4,7,3,2,4,2
74,2,0,0,0,90842.0,1424,4316,57,774,70,118,182,187,93,4,9,13,1,0,1,2
44,3,1,1,1,88097.0,844,4661,24,163,0,480,0,126,75,6,5,8,1,3,9,1
47,2,1,1,1,51948.0,311,4266,51,82,33,54,71,30,41,5,2,4,2,0,5,1
40,2,1,0,0,71853.0,1149,4398,29,358,108,413,141,97,32,2,8,6,1,0,1,2
39,3,1,0,0,35876.0,129,4051,13,66,2,40,4,3,14,3,1,3,1,0,6,0
70,2,0,1,1,40049.0,32,4237,23,13,6,7,0,3,3,1,0,3,1,0,6,0
40,2,0,1,1,39660.0,299,4671,36,139,13,78,20,13,36,7,1,3,3,0,9,1
60,2,1,1,1,50127.0,320,4012,88,274,0,21,4,6,15,5,1,6,1,1,6,0
45,3,1,1,1,43263.0,441,4566,2,262,6,61,0,10,102,5,2,6,3,0,5,1
73,3,1,1,2,62845.0,1178,4617,3,1099,0,45,0,0,34,3,4,10,11,1,8,1
32,2,1,0,0,18929.0,85,4479,15,32,0,8,23,4,18,1,0,4,1,0,6,0
40,0,0,1,1,24367.0,24,4447,58,2,4,2,0,11,5,1,0,2,1,0,9,0
47,2,0,1,1,33249.0,112,4475,11,6,10,21,19,14,42,2,1,3,2,0,6,0
63,1,1,1,1,26887.0,30,4485,27,6,7,4,3,4,6,1,0,3,1,0,6,0
39,4,1,0,0,50150.0,410,4355,32,135,46,92,65,61,11,5,2,7,2,0,5,2
46,2,1,1,1,62061.0,800,4283,12,641,7,84,0,30,38,10,4,7,3,1,6,1
60,4,0,0,0,85696.0,1313,4403,88,714,76,395,116,0,12,4,6,9,1,0,1,2
66,4,1,0,0,76542.0,1483,4437,91,794,73,573,0,29,14,4,8,10,1,0,2,2
29,2,0,0,0,70515.0,1258,4232,12,420,0,452,182,64,140,6,6,4,1,0,2,2
35,2,1,1,1,18227.0,28,4579,21,1,2,7,4,3,11,0,1,2,1,0,8,0
57,2,1,1,1,69139.0,227,4134,23,86,12,75,33,15,6,4,1,5,1,0,4,1
40,2,1,0,0,69109.0,1555,4578,10,823,25,459,124,29,95,6,6,7,1,1,4,2
60,2,0,1,1,69627.0,861,4450,35,231,161,215,171,30,53,8,2,11,2,0,5,1
44,2,1,1,1,38136.0,103,4414,69,8,15,27,0,20,33,3,1,2,2,1,8,0
76,4,0,0,0,62159.0,634,4043,68,182,17,259,77,70,29,6,2,10,1,0,4,2
59,2,0,0,0,80695.0,1918,4163,85,557,129,984,193,37,18,5,8,5,1,0,2,2
51,3,0,1,2,33316.0,131,4249,34,79,1,31,4,4,12,2,1,4,3,0,6,0
54,2,1,1,2,58554.0,586,4622,55,368,24,68,38,0,88,8,2,6,6,0,7,1
30,0,1,1,1,17256.0,62,4199,10,6,4,14,8,8,22,2,1,2,2,1,8,0
48,2,0,1,2,53034.0,447,4376,30,160,15,196,15,11,50,6,1,7,8,0,8,1
72,1,1,0,0,52203.0,939,4679,36,488,21,238,56,108,28,8,7,11,1,0,6,2
45,1,0,1,1,59601.0,797,4320,14,691,7,69,0,7,23,2,2,7,4,1,8,1
64,3,0,1,1,75154.0,1143,4644,79,543,10,205,160,143,82,6,3,6,1,0,3,1
46,2,0,1,1,47025.0,415,4215,52,254,7,108,20,0,26,6,3,5,3,0,6,1
49,2,1,1,1,37971.0,30,4197,97,5,4,10,2,2,7,1,0,3,1,0,8,0
54,3,0,1,1,41335.0,187,4166,24,112,19,21,16,14,5,4,1,4,3,0,7,0
64,2,1,1,1,67267.0,251,4028,0,134,11,59,15,2,30,3,2,5,1,0,2,1
47,2,0,1,1,57338.0,237,4042,96,143,6,52,11,8,17,4,1,5,2,0,5,0
62,1,1,1,2,50523.0,91,4167,89,51,4,24,4,7,1,2,0,4,2,0,6,0
57,3,0,1,3,35791.0,35,4400,94,27,0,5,0,0,3,1,0,3,2,0,8,0
62,4,0,1,1,50611.0,493,4614,98,459,0,24,6,0,4,4,5,7,6,1,6,1
53,4,1,1,1,56242.0,971,4464,72,689,8,167,11,8,88,8,4,11,5,0,6,1
62,2,0,1,1,48904.0,371,4555,1,283,10,38,0,13,27,7,2,4,4,0,8,1
47,2,0,1,3,56243.0,396,4162,26,347,0,35,4,3,7,4,2,8,6,0,5,1
37,2,1,1,1,21355.0,68,4294,5,5,13,14,0,5,31,2,1,2,2,1,6,0
51,3,1,1,1,57420.0,322,4350,22,280,0,18,0,0,24,5,1,6,3,1,7,0
52,3,1,1,1,51381.5,317,4435,39,187,5,65,26,20,14,4,2,6,2,0,5,1
67,3,0,1,1,46390.0,222,4036,56,95,14,64,2,9,38,4,2,3,1,0,7,0
66,1,1,1,2,54342.0,177,4342,74,84,10,34,11,10,28,3,1,4,4,0,6,1
64,2,1,1,2,51381.5,45,4645,87,19,4,12,2,2,6,1,0,3,1,0,5,0
58,1,0,1,2,51381.5,21,4149,49,5,1,9,2,0,4,1,0,2,1,0,7,0
49,2,1,1,1,20895.0,45,4612,24,18,3,17,3,0,4,2,0,3,1,0,9,0
74,2,1,0,0,92344.0,1899,4146,9,992,24,694,51,19,119,5,10,5,0,2,1,2
50,4,1,1,1,51381.5,42,4100,17,25,1,13,0,0,3,1,0,3,1,0,7,0
46,1,1,1,2,26907.0,22,4294,10,9,1,7,0,3,2,1,0,3,2,0,7,0
42,2,1,1,2,44964.0,41,4541,35,19,1,17,2,0,2,1,0,3,1,0,8,0
43,2,1,0,0,75507.0,1440,4039,56,709,93,374,104,80,80,8,6,6,1,0,3,2
50,3,1,1,2,53761.0,325,4242,7,158,0,76,13,7,71,4,4,3,6,0,5,1
49,2,1,1,1,22682.0,95,4250,51,10,14,29,4,2,36,2,1,4,3,0,4,0
50,4,1,1,1,38887.0,42,4100,17,25,1,13,0,0,3,1,0,3,1,0,7,0
47,1,0,1,2,41658.0,72,4578,30,8,4,12,15,4,29,1,1,2,2,0,4,0
50,4,1,1,1,29791.0,20,4026,21,14,0,6,0,0,0,2,0,3,2,0,5,0
66,3,1,1,2,63915.0,789,4315,2,622,7,115,30,0,15,6,3,12,2,0,5,1
48,2,0,1,2,39996.0,15,4019,85,11,0,3,0,0,1,1,0,2,1,0,6,0
50,2,0,1,1,26759.0,59,4123,65,25,3,16,8,5,2,2,1,3,2,0,6,0
54,3,0,1,1,63841.0,908,4415,64,635,15,100,20,7,131,9,3,9,1,0,6,1
53,4,1,1,2,51039.0,417,4547,11,100,64,79,65,0,109,6,2,4,2,0,7,1
61,2,1,1,2,60544.0,289,4654,92,201,2,43,3,5,35,5,1,5,4,0,6,1
50,2,1,1,1,65685.0,769,4073,54,642,14,49,0,7,57,9,2,9,1,0,5,1
69,2,1,1,1,37716.0,188,4050,4,97,1,41,6,2,41,4,1,3,2,0,7,0
65,2,0,1,1,36864.0,354,4666,53,204,5,39,17,0,89,5,2,4,3,0,8,1
52,3,1,1,1,44511.0,727,4606,39,513,7,133,46,14,14,8,4,8,6,0,8,1
55,4,1,1,2,36947.0,146,4672,49,88,3,21,4,1,29,3,0,4,4,0,9,0
71,3,1,1,1,47352.0,319,4425,70,172,12,112,8,0,15,6,1,5,4,0,7,1
69,3,1,1,1,67087.0,794,4175,40,329,35,222,130,35,43,7,5,8,2,0,4,1
72,2,1,1,1,57045.0,454,4640,40,296,13,104,11,13,17,4,2,9,3,0,3,1
69,4,0,1,2,36957.0,152,4642,43,100,2,16,2,1,31,3,2,2,4,0,9,0
45,4,1,1,1,69389.0,797,4620,17,422,7,238,69,46,15,7,2,12,1,0,4,1
50,2,1,1,1,80134.0,1690,4386,40,1218,16,272,104,0,80,5,3,6,2,3,6,1
53,3,1,1,2,43142.0,20,4112,84,5,1,7,2,1,4,1,0,2,1,0,7,0
78,2,1,0,0,80589.0,1428,4139,25,507,93,520,242,40,26,5,10,5,1,1,1,2
32,2,0,1,1,34412.0,209,4482,62,52,12,50,4,36,55,5,0,3,3,0,9,0
43,2,0,1,1,57537.0,545,4365,83,191,56,139,51,8,100,4,3,8,4,0,4,1
56,0,1,0,0,22634.0,96,4510,47,2,23,11,8,6,46,2,1,2,1,0,8,0
74,2,1,0,0,51315.0,222,4107,45,68,28,39,16,30,41,2,2,5,1,0,2,2
50,2,1,1,3,36026.0,61,4086,34,20,4,10,6,4,17,2,0,3,2,0,6,0
49,2,1,1,2,24639.0,44,4133,3,20,3,16,0,4,1,2,0,4,3,0,6,0
50,4,1,1,3,34578.0,8,4060,1,7,0,1,0,0,0,1,0,2,1,0,6,0
50,1,0,0,0,65704.0,817,4240,18,279,172,74,38,8,246,2,10,10,1,0,1,2
56,2,0,1,1,63810.0,1371,4576,45,977,12,253,16,12,101,4,3,12,4,1,8,1
53,4,1,1,1,54132.0,42,4114,81,30,1,8,0,0,3,1,0,3,1,0,7,0
63,2,1,0,0,18690.0,60,4529,77,6,1,7,23,4,19,1,1,2,1,0,8,0
52,2,1,1,1,28164.0,78,4402,23,3,18,26,11,8,12,2,0,4,3,0,7,0
48,4,1,1,1,34596.0,23,4423,48,14,0,2,0,0,7,1,0,2,1,0,8,0
50,4,1,1,1,43269.0,19,4267,61,10,1,7,0,0,1,1,0,2,1,0,8,0
64,1,0,1,2,38741.0,61,4072,60,7,10,17,8,6,13,2,0,3,2,0,7,0
50,2,0,0,0,31907.0,449,4463,75,33,87,64,175,16,74,6,1,6,1,0,7,2
39,3,1,1,1,27100.0,37,4431,64,12,0,13,2,0,10,1,0,3,1,0,7,0
49,1,0,1,1,31163.0,38,4117,54,2,3,10,11,2,10,1,0,3,1,0,6,0
37,2,1,0,0,92533.0,1131,4173,84,693,21,118,110,147,42,6,5,11,1,2,2,2
